date,confirm,cure,dead,province,suspect
2020-01-26,35,1,0,浙江省,0.0
2020-01-26,33,0,0,广西壮族自治区,0.0
2020-01-26,32,0,0,河南省,0.0
2020-01-26,30,0,0,安徽省,0.0
2020-01-26,28,0,0,四川省,0.0
2020-01-26,18,0,0,辽宁省,0.0
2020-01-26,18,0,0,福建省,0.0
2020-01-26,18,1,0,江苏省,0.0
2020-01-26,11,0,0,云南省,0.0
2020-01-26,9,0,0,山西省,0.0
2020-01-26,7,0,0,内蒙古自治区,0.0
2020-01-26,4,0,0,甘肃省,0.0
2020-01-26,2,0,0,澳门,0.0
2020-01-26,1,0,0,天津市,0.0
2020-01-25,17,0,0,辽宁省,0.0
2020-01-25,761,32,40,湖北省,0.0
2020-01-25,730,32,39,湖北省,0.0
2020-01-25,15,0,0,陕西省,0.0
2020-01-25,7,0,0,内蒙古自治区,0.0
2020-01-25,7,0,0,内蒙古自治区,0.0
2020-01-25,2,0,0,内蒙古自治区,0.0
2020-01-25,41,2,0,北京市,0.0
2020-01-25,19,0,0,海南省,0.0
2020-01-25,730,32,39,湖北省,0.0
2020-01-25,17,0,0,海南省,0.0
2020-01-25,730,32,39,湖北省,0.0
2020-01-25,16,0,0,辽宁省,0.0
2020-01-25,11,0,0,云南省,0.0
2020-01-25,11,0,0,云南省,0.0
2020-01-25,11,0,0,云南省,0.0
2020-01-25,41,3,0,北京市,0.0
2020-01-25,41,3,0,北京市,0.0
2020-01-25,16,0,0,辽宁省,0.0
2020-01-25,10,0,0,天津市,0.0
2020-01-25,36,3,0,北京市,0.0
2020-01-25,36,2,0,北京市,0.0
2020-01-25,4,0,0,甘肃省,0.0
2020-01-25,4,0,0,甘肃省,0.0
2020-01-25,1,0,0,青海省,0.0
2020-01-25,1,0,0,青海省,0.0
2020-01-25,18,0,0,福建省,20.0
2020-01-25,15,0,0,陕西省,0.0
2020-01-25,15,0,0,陕西省,0.0
2020-01-25,15,0,0,陕西省,0.0
2020-01-25,15,0,0,陕西省,0.0
2020-01-25,15,0,0,陕西省,0.0
2020-01-25,18,0,0,福建省,20.0
2020-01-25,18,0,0,福建省,20.0
2020-01-25,18,0,0,福建省,20.0
2020-01-25,27,0,0,山东省,0.0
2020-01-25,4,0,0,甘肃省,0.0
2020-01-25,4,0,0,甘肃省,0.0
2020-01-25,27,0,0,山东省,0.0
2020-01-25,21,0,0,山东省,0.0
2020-01-25,21,0,0,山东省,0.0
2020-01-25,21,0,0,山东省,0.0
2020-01-25,9,0,0,天津市,0.0
2020-01-25,2,0,0,内蒙古自治区,0.0
2020-01-25,28,0,0,四川省,0.0
2020-01-25,28,0,0,四川省,0.0
2020-01-25,15,0,0,辽宁省,0.0
2020-01-25,3,0,0,宁夏回族自治区,0.0
2020-01-25,15,0,0,辽宁省,0.0
2020-01-25,17,0,0,海南省,0.0
2020-01-25,17,0,0,海南省,0.0
2020-01-25,15,0,0,辽宁省,0.0
2020-01-25,17,0,0,海南省,0.0
2020-01-25,3,0,0,宁夏回族自治区,0.0
2020-01-25,28,0,0,四川省,0.0
2020-01-25,57,0,0,重庆市,0.0
2020-01-25,3,0,0,新疆维吾尔自治区,0.0
2020-01-25,18,1,0,江苏省,0.0
2020-01-25,4,0,0,贵州省,0.0
2020-01-25,4,0,0,吉林省,0.0
2020-01-25,9,0,1,黑龙江省,0.0
2020-01-25,57,0,0,重庆市,0.0
2020-01-25,57,0,0,重庆市,0.0
2020-01-25,57,0,0,重庆市,0.0
2020-01-25,57,0,0,重庆市,0.0
2020-01-25,57,0,0,重庆市,0.0
2020-01-25,8,0,1,河北省,0.0
2020-01-25,21,0,0,山东省,0.0
2020-01-25,8,0,1,河北省,0.0
2020-01-25,21,0,0,山东省,0.0
2020-01-25,21,0,0,山东省,0.0
2020-01-25,18,1,0,江苏省,0.0
2020-01-25,18,1,0,江苏省,0.0
2020-01-25,62,1,0,浙江省,0.0
2020-01-25,62,1,0,浙江省,0.0
2020-01-25,62,1,0,浙江省,0.0
2020-01-25,32,0,0,河南省,0.0
2020-01-25,32,0,0,河南省,0.0
2020-01-25,32,0,0,河南省,0.0
2020-01-25,32,0,0,河南省,0.0
2020-01-25,43,0,0,湖南省,0.0
2020-01-25,43,0,0,湖南省,0.0
2020-01-25,43,0,0,湖南省,0.0
2020-01-25,39,0,0,安徽省,0.0
2020-01-25,39,0,0,安徽省,0.0
2020-01-25,39,0,0,安徽省,0.0
2020-01-25,39,0,0,安徽省,0.0
2020-01-25,78,2,0,广东省,0.0
2020-01-25,78,2,0,广东省,0.0
2020-01-25,78,2,0,广东省,0.0
2020-01-25,78,2,0,广东省,0.0
2020-01-25,78,2,0,广东省,0.0
2020-01-25,78,2,0,广东省,0.0
2020-01-25,21,0,0,山东省,0.0
2020-01-25,3,0,0,新疆维吾尔自治区,0.0
2020-01-25,78,2,0,广东省,0.0
2020-01-25,32,0,0,河南省,0.0
2020-01-25,5,0,0,香港,0.0
2020-01-25,4,0,0,贵州省,0.0
2020-01-25,4,0,0,吉林省,0.0
2020-01-25,62,1,0,浙江省,0.0
2020-01-25,43,0,0,湖南省,0.0
2020-01-25,39,0,0,安徽省,0.0
2020-01-25,9,0,1,黑龙江省,0.0
2020-01-25,57,0,0,重庆市,0.0
2020-01-25,8,0,1,河北省,0.0
2020-01-25,33,1,0,上海市,0.0
2020-01-25,18,1,0,江苏省,0.0
2020-01-25,21,1,0,山东省,0.0
2020-01-25,4,0,0,甘肃省,0.0
2020-01-25,6,0,0,山西省,0.0
2020-01-25,12,0,0,辽宁省,0.0
2020-01-25,6,0,0,山西省,0.0
2020-01-25,12,0,0,辽宁省,0.0
2020-01-25,12,0,0,辽宁省,0.0
2020-01-25,12,0,0,辽宁省,0.0
2020-01-25,12,0,0,辽宁省,0.0
2020-01-25,729,32,39,湖北省,0.0
2020-01-25,729,32,39,湖北省,0.0
2020-01-25,729,32,39,湖北省,0.0
2020-01-25,53,2,0,广东省,0.0
2020-01-25,729,32,39,湖北省,0.0
2020-01-25,729,32,39,湖北省,0.0
2020-01-24,12,0,0,辽宁省,0.0
2020-01-24,4,0,0,甘肃省,0.0
2020-01-24,6,0,0,山西省,0.0
2020-01-24,729,32,39,湖北省,0.0
2020-01-24,18,0,0,江西省,0.0
2020-01-24,18,0,0,江西省,0.0
2020-01-24,18,0,0,江西省,0.0
2020-01-24,18,0,0,江西省,0.0
2020-01-24,18,0,0,江西省,0.0
2020-01-24,18,0,0,江西省,0.0
2020-01-24,23,0,0,广西壮族自治区,0.0
2020-01-24,23,0,0,广西壮族自治区,0.0
2020-01-24,23,0,0,广西壮族自治区,0.0
2020-01-24,23,0,0,广西壮族自治区,0.0
2020-01-24,3,0,0,台湾,0.0
2020-01-24,5,0,0,云南省,0.0
2020-01-24,2,0,0,云南省,0.0
2020-01-24,53,2,0,广东省,0.0
2020-01-24,43,1,0,浙江省,0.0
2020-01-24,36,1,0,北京市,0.0
2020-01-24,27,0,0,重庆市,0.0
2020-01-24,24,0,0,湖南省,0.0
2020-01-24,15,0,0,四川省,0.0
2020-01-24,15,0,0,山东省,0.0
2020-01-24,15,0,0,安徽省,0.0
2020-01-24,13,0,0,广西壮族自治区,0.0
2020-01-24,9,0,0,河南省,0.0
2020-01-24,9,0,0,江苏省,0.0
2020-01-24,8,0,0,海南省,0.0
2020-01-24,7,0,0,江西省,0.0
2020-01-24,5,0,0,陕西省,0.0
2020-01-24,4,0,0,辽宁省,0.0
2020-01-24,8,0,0,天津市,0.0
2020-01-24,36,1,0,北京市,0.0
2020-01-24,36,1,0,北京市,0.0
2020-01-24,20,1,0,上海市,0.0
2020-01-24,53,2,0,广东省,0.0
2020-01-24,53,2,0,广东省,0.0
2020-01-24,34,1,0,北京市,0.0
2020-01-24,5,0,0,陕西省,0.0
2020-01-24,3,0,0,陕西省,0.0
2020-01-24,3,0,0,陕西省,0.0
2020-01-24,29,1,0,北京市,0.0
2020-01-24,29,1,0,北京市,0.0
2020-01-24,0,0,0,青海省,1.0
2020-01-24,10,0,0,福建省,2.0
2020-01-24,549,31,24,湖北省,0.0
2020-01-24,2,0,1,河北省,0.0
2020-01-24,4,0,1,黑龙江省,0.0
2020-01-24,2,0,1,河北省,0.0
2020-01-24,549,31,24,湖北省,0.0
2020-01-24,549,31,24,湖北省,0.0
2020-01-24,10,0,0,福建省,2.0
2020-01-24,10,0,0,福建省,2.0
2020-01-24,10,0,0,福建省,0.0
2020-01-24,29,1,0,北京市,0.0
2020-01-24,26,1,0,北京市,0.0
2020-01-24,53,2,0,广东省,0.0
2020-01-24,43,1,0,浙江省,0.0
2020-01-24,26,1,0,北京市,0.0
2020-01-24,7,0,0,天津市,0.0
2020-01-24,43,1,0,浙江省,0.0
2020-01-24,53,2,0,广东省,0.0
2020-01-24,549,31,24,湖北省,0.0
2020-01-24,549,31,24,湖北省,0.0
2020-01-24,549,31,24,湖北省,0.0
2020-01-24,2,0,0,宁夏回族自治区,0.0
2020-01-24,2,0,0,内蒙古自治区,0.0
2020-01-24,1,0,0,宁夏回族自治区,0.0
2020-01-24,549,31,24,湖北省,0.0
2020-01-24,15,0,0,山东省,0.0
2020-01-24,15,0,0,山东省,0.0
2020-01-24,15,0,0,山东省,0.0
2020-01-24,9,0,0,福建省,0.0
2020-01-24,53,2,0,广东省,0.0
2020-01-24,43,1,0,浙江省,0.0
2020-01-24,549,28,24,湖北省,0.0
2020-01-24,549,28,0,湖北省,0.0
2020-01-24,43,1,0,浙江省,0.0
2020-01-24,9,0,0,江苏省,0.0
2020-01-24,549,0,0,湖北省,0.0
2020-01-24,1,0,0,内蒙古自治区,0.0
2020-01-24,4,0,0,辽宁省,0.0
2020-01-24,4,0,0,辽宁省,0.0
2020-01-24,1,0,0,内蒙古自治区,0.0
2020-01-24,43,1,0,浙江省,0.0
2020-01-24,43,1,0,浙江省,0.0
2020-01-24,24,0,0,湖南省,0.0
2020-01-24,24,0,0,湖南省,0.0
2020-01-24,24,0,0,湖南省,0.0
2020-01-24,24,0,0,湖南省,0.0
2020-01-24,24,0,0,湖南省,0.0
2020-01-24,24,0,0,湖南省,0.0
2020-01-24,24,0,0,湖南省,0.0
2020-01-24,24,0,0,湖南省,0.0
2020-01-24,24,0,0,湖南省,0.0
2020-01-24,24,0,0,湖南省,0.0
2020-01-24,24,0,0,湖南省,0.0
2020-01-24,8,0,0,海南省,0.0
2020-01-24,8,0,0,海南省,0.0
2020-01-24,3,0,0,吉林省,0.0
2020-01-24,3,0,0,吉林省,0.0
2020-01-24,3,0,0,吉林省,0.0
2020-01-24,9,0,0,江苏省,0.0
2020-01-24,9,0,0,江苏省,0.0
2020-01-24,15,0,0,四川省,0.0
2020-01-24,15,0,0,四川省,0.0
2020-01-24,27,0,0,重庆市,0.0
2020-01-24,27,0,0,重庆市,0.0
2020-01-24,27,0,0,重庆市,0.0
2020-01-24,27,0,0,重庆市,0.0
2020-01-24,27,0,0,重庆市,0.0
2020-01-24,27,0,0,重庆市,0.0
2020-01-24,27,0,0,重庆市,0.0
2020-01-24,15,0,0,安徽省,0.0
2020-01-24,15,0,0,安徽省,0.0
2020-01-24,15,0,0,安徽省,0.0
2020-01-24,15,0,0,安徽省,0.0
2020-01-24,2,0,1,河北省,0.0
2020-01-24,27,0,0,重庆市,0.0
2020-01-24,2,0,0,吉林省,0.0
2020-01-24,9,0,0,江苏省,0.0
2020-01-24,2,0,1,河北省,0.0
2020-01-24,4,0,0,黑龙江省,0.0
2020-01-24,4,0,0,黑龙江省,0.0
2020-01-24,549,0,0,湖北省,0.0
2020-01-24,549,0,0,湖北省,0.0
2020-01-24,549,0,0,湖北省,0.0
2020-01-24,549,0,0,湖北省,0.0
2020-01-24,15,0,0,四川省,0.0
2020-01-24,53,2,0,广东省,0.0
2020-01-24,53,2,0,广东省,0.0
2020-01-24,53,2,0,广东省,0.0
2020-01-24,53,2,0,广东省,0.0
2020-01-24,43,1,0,浙江省,0.0
2020-01-24,549,0,0,湖北省,0.0
2020-01-24,4,0,0,黑龙江省,0.0
2020-01-24,53,2,0,广东省,0.0
2020-01-24,15,0,0,安徽省,0.0
2020-01-24,9,0,0,河南省,0.0
2020-01-24,9,0,0,河南省,0.0
2020-01-24,9,0,0,山东省,0.0
2020-01-24,9,0,0,山东省,0.0
2020-01-24,9,0,0,山东省,0.0
2020-01-24,9,0,0,河南省,0.0
2020-01-24,27,1,0,浙江省,0.0
2020-01-24,9,0,0,山东省,0.0
2020-01-24,32,2,0,广东省,0.0
2020-01-24,32,2,0,广东省,0.0
2020-01-24,444,0,0,湖北省,0.0
2020-01-24,20,0,0,上海市,0.0
2020-01-24,13,0,0,广西壮族自治区,0.0
2020-01-24,13,0,0,广西壮族自治区,0.0
2020-01-24,13,0,0,广西壮族自治区,0.0
2020-01-24,13,0,0,广西壮族自治区,0.0
2020-01-23,7,0,0,江西省,0.0
2020-01-23,7,0,0,江西省,0.0
2020-01-23,26,0,0,北京市,0.0
2020-01-23,26,0,0,北京市,0.0
2020-01-23,26,0,0,北京市,0.0
2020-01-23,26,0,0,北京市,0.0
2020-01-23,26,0,0,北京市,0.0
2020-01-23,5,0,0,天津市,0.0
2020-01-23,444,0,0,湖北省,0.0
2020-01-23,32,0,0,广东省,0.0
2020-01-23,27,0,0,浙江省,0.0
2020-01-23,22,0,0,北京市,0.0
2020-01-23,16,0,0,上海市,0.0
2020-01-23,9,0,0,湖南省,0.0
2020-01-23,9,0,0,安徽省,0.0
2020-01-23,9,0,0,重庆市,0.0
2020-01-23,8,0,0,四川省,0.0
2020-01-23,6,0,0,山东省,0.0
2020-01-23,5,0,0,广西壮族自治区,0.0
2020-01-23,5,0,0,福建省,0.0
2020-01-23,5,0,0,江苏省,0.0
2020-01-23,5,0,0,河南省,0.0
2020-01-23,5,0,0,海南省,0.0
2020-01-23,4,0,0,天津市,0.0
2020-01-23,7,0,0,江西省,0.0
2020-01-23,3,0,0,陕西省,0.0
2020-01-23,3,0,0,贵州省,0.0
2020-01-23,3,0,0,辽宁省,0.0
2020-01-23,2,0,0,香港,0.0
2020-01-23,2,0,0,黑龙江省,0.0
2020-01-23,2,0,0,澳门,0.0
2020-01-23,2,0,0,新疆维吾尔自治区,0.0
2020-01-23,2,0,0,甘肃省,0.0
2020-01-23,2,0,0,云南省,0.0
2020-01-23,1,0,0,台湾,0.0
2020-01-23,1,0,0,山西省,0.0
2020-01-23,1,0,0,吉林省,0.0
2020-01-23,1,0,1,河北省,0.0
2020-01-23,1,0,0,宁夏回族自治区,0.0
2020-01-23,0,0,0,内蒙古自治区,1.0
2020-01-23,1,0,1,河北省,0.0
2020-01-23,1,0,0,宁夏回族自治区,0.0
2020-01-23,0,0,0,内蒙古自治区,1.0
2020-01-23,2,0,0,云南省,0.0
2020-01-23,1,0,0,台湾,0.0
2020-01-23,1,0,0,山西省,0.0
2020-01-23,1,0,0,吉林省,0.0
2020-01-23,2,0,0,香港,0.0
2020-01-23,2,0,0,黑龙江省,0.0
2020-01-23,2,0,0,澳门,0.0
2020-01-23,2,0,0,新疆维吾尔自治区,0.0
2020-01-23,2,0,0,甘肃省,0.0
2020-01-23,3,0,0,陕西省,0.0
2020-01-23,3,0,0,贵州省,0.0
2020-01-23,3,0,0,辽宁省,0.0
2020-01-23,22,0,0,北京市,0.0
2020-01-23,16,0,0,上海市,0.0
2020-01-23,9,0,0,湖南省,0.0
2020-01-23,9,0,0,安徽省,0.0
2020-01-23,9,0,0,重庆市,0.0
2020-01-23,8,0,0,四川省,0.0
2020-01-23,6,0,0,山东省,0.0
2020-01-23,5,0,0,广西壮族自治区,0.0
2020-01-23,5,0,0,福建省,0.0
2020-01-23,5,0,0,江苏省,0.0
2020-01-23,5,0,0,河南省,0.0
2020-01-23,5,0,0,海南省,0.0
2020-01-23,7,0,0,江西省,0.0
2020-01-23,32,0,0,广东省,0.0
2020-01-23,27,0,0,浙江省,0.0
2020-01-23,22,0,0,北京市,0.0
2020-01-23,16,0,0,上海市,0.0
2020-01-23,32,0,0,广东省,0.0
2020-01-23,27,0,0,浙江省,0.0
2020-01-23,5,0,0,江苏省,0.0
2020-01-23,8,0,0,四川省,0.0
2020-01-23,1,0,1,河北省,0.0
2020-01-23,5,0,0,广西壮族自治区,0.0
2020-01-23,2,0,0,云南省,0.0
2020-01-23,7,0,0,江西省,0.0
2020-01-23,1,0,1,河北省,0.0
2020-01-23,2,0,0,云南省,0.0
2020-01-23,2,0,0,香港,65.0
2020-01-23,2,0,0,甘肃省,0.0
2020-01-23,2,0,0,香港,115.0
2020-01-23,5,0,0,江苏省,0.0
2020-01-23,3,0,0,香港,115.0
2020-01-23,2,0,0,黑龙江省,0.0
2020-01-23,2,0,0,黑龙江省,2.0
2020-01-23,2,0,0,新疆维吾尔自治区,0.0
2020-01-23,22,0,0,北京市,0.0
2020-01-23,3,0,0,陕西省,1.0
2020-01-23,32,2,0,广东省,1.0
2020-01-23,5,0,0,福建省,2.0
2020-01-23,5,0,0,海南省,32.0
2020-01-23,5,0,0,海南省,32.0
2020-01-23,27,0,0,浙江省,0.0
2020-01-23,1,0,0,黑龙江省,2.0
2020-01-23,0,0,0,甘肃省,1.0
2020-01-23,3,0,0,江西省,0.0
2020-01-23,3,0,0,贵州省,0.0
2020-01-23,9,0,0,安徽省,4.0
2020-01-23,9,0,0,重庆市,0.0
2020-01-23,0,0,0,内蒙古自治区,1.0
2020-01-23,9,0,0,湖南省,0.0
2020-01-23,4,0,0,福建省,0.0
2020-01-23,1,0,0,吉林省,0.0
2020-01-23,3,0,0,辽宁省,0.0
2020-01-23,32,0,0,广东省,1.0
2020-01-23,8,0,0,四川省,2.0
2020-01-23,6,0,0,山东省,2.0
2020-01-23,2,0,0,澳门,0.0
2020-01-23,0,0,0,陕西省,4.0
2020-01-23,2,0,0,山东省,2.0
2020-01-23,1,0,0,黑龙江省,1.0
2020-01-23,1,0,0,香港,117.0
2020-01-23,16,0,0,上海市,22.0
2020-01-23,1,0,0,福建省,0.0
2020-01-23,5,0,0,广西壮族自治区,0.0
2020-01-23,1,0,0,黑龙江省,0.0
2020-01-22,1,0,0,江苏省,0.0
2020-01-22,14,0,0,北京市,0.0
2020-01-22,1,0,0,河北省,0.0
2020-01-22,444,28,17,湖北省,
2020-01-22,444,25,17,湖北省,
2020-01-22,2,0,0,山东省,0.0
2020-01-22,375,25,9,湖北省,
2020-01-22,1,0,0,云南省,0.0
2020-01-22,1,0,0,福建省,0.0
2020-01-22,5,0,0,四川省,2.0
2020-01-22,1,0,0,山东省,0.0
2020-01-22,2,0,0,广西壮族自治区,1.0
2020-01-22,1,0,0,贵州省,0.0
2020-01-22,1,0,0,安徽省,4.0
2020-01-22,4,0,0,海南省,0.0
2020-01-22,1,0,0,宁夏回族自治区,0.0
2020-01-22,0,0,0,吉林省,1.0
2020-01-22,2,0,0,江西省,0.0
2020-01-22,4,0,0,天津市,0.0
2020-01-22,5,0,0,河南省,0.0
2020-01-22,6,0,0,重庆市,0.0
2020-01-22,1,0,0,澳门,0.0
2020-01-22,1,0,0,山西省,0.0
2020-01-22,1,0,0,台湾,0.0
2020-01-22,0,0,0,香港,117.0
2020-01-22,4,0,0,湖南省,0.0
2020-01-22,2,0,0,辽宁省,0.0
2020-01-22,10,0,0,北京市,0.0
2020-01-22,26,0,0,广东省,1.0
2020-01-22,9,0,0,上海市,10.0
2020-01-22,10,0,0,浙江省,0.0
2020-01-22,0,0,0,黑龙江省,1.0
2020-01-22,2,0,0,广西壮族自治区,1.0
2020-01-22,5,0,0,河南省,0.0
2020-01-22,2,0,0,广西壮族自治区,0.0
2020-01-22,1,0,0,宁夏回族自治区,0.0
2020-01-22,5,0,0,四川省,2.0
2020-01-22,6,0,0,重庆市,0.0
2020-01-22,1,0,0,山西省,0.0
2020-01-22,4,0,0,湖南省,0.0
2020-01-22,9,0,0,上海市,10.0
2020-01-22,10,0,0,浙江省,0.0
2020-01-22,0,0,0,黑龙江省,1.0
2020-01-22,10,0,0,北京市,0.0
2020-01-22,26,0,0,广东省,1.0
2020-01-22,2,0,0,辽宁省,0.0
2020-01-22,1,0,0,贵州省,0.0
2020-01-22,1,0,0,福建省,0.0
2020-01-22,1,0,0,安徽省,4.0
2020-01-22,2,0,0,四川省,5.0
2020-01-22,375,25,9,湖北省,
2020-01-22,0,0,0,山西省,1.0
2020-01-22,2,0,0,辽宁省,0.0
2020-01-22,375,25,9,湖北省,11.0
2020-01-22,4,0,0,海南省,0.0
2020-01-22,1,0,0,河南省,0.0
2020-01-22,4,0,0,天津市,0.0
2020-01-22,4,0,0,河南省,0.0
2020-01-22,10,0,0,浙江省,0.0
2020-01-22,26,0,0,广东省,1.0
2020-01-22,1,0,0,澳门,0.0
2020-01-22,270,25,9,湖北省,11.0
2020-01-22,0,0,0,广西壮族自治区,2.0
2020-01-22,9,0,0,上海市,10.0
2020-01-22,0,0,0,安徽省,3.0
2020-01-22,0,0,0,辽宁省,1.0
2020-01-22,0,0,0,安徽省,2.0
2020-01-22,2,0,0,四川省,1.0
2020-01-22,2,0,0,江西省,0.0
2020-01-22,2,0,0,江西省,2.0
2020-01-21,270,25,6,湖北省,11.0
2020-01-21,10,0,0,北京市,0.0
2020-01-21,17,0,0,广东省,4.0
2020-01-21,6,0,0,上海市,3.0
2020-01-21,5,0,0,浙江省,16.0
2020-01-21,1,0,0,云南省,0.0
2020-01-21,1,0,0,四川省,2.0
2020-01-21,1,0,0,山东省,0.0
2020-01-21,0,0,0,广西壮族自治区,1.0
2020-01-21,0,0,0,贵州省,1.0
2020-01-21,0,0,0,安徽省,1.0
2020-01-21,0,0,0,海南省,1.0
2020-01-21,0,0,0,宁夏回族自治区,1.0
2020-01-21,0,0,0,吉林省,1.0
2020-01-21,0,0,0,江西省,2.0
2020-01-21,2,0,0,天津市,0.0
2020-01-21,1,0,0,河南省,0.0
2020-01-21,5,0,0,重庆市,0.0
2020-01-21,0,0,0,辽宁省,1.0
2020-01-21,1,0,0,台湾,0.0
2020-01-21,0,0,0,香港,117.0
2020-01-21,0,0,0,黑龙江省,1.0
2020-01-21,1,0,0,湖南省,0.0
